eSLDB code	Original Database Code	SwissProt entry	SwissProt homologue	Prediction
CE000025867	Y116A8C.30	None	None	Cytoplasm
CE000024955	F35E8.12	NH108_CAEEL	ERR1_HUMAN	Secretory
CE000014478	Y39G8B.1b	None	ALDR_HUMAN	Cytoplasm
CE000014478	Y39G8B.1b	None	ALDR_RABIT	Cytoplasm
CE000017219	C03B1.12.1	LMP1_CAEEL	None	Secretory
CE000017218	C03B1.12.2	LMP1_CAEEL	None	Secretory
CE000004049	C53B4.4b	None	None	Transmembrane
CE000006968	Y41C4A.16	None	None	Transmembrane
CE000001235	C05C10.5b	None	None	Nucleus
CE000003333	C38D4.6a.2	None	CDX2_MOUSE	Cytoplasm
CE000003334	C38D4.6a.1	None	CDX2_MOUSE	Cytoplasm
CE000014438	Y50D7A.9	None	None	Nucleus
CE000017205	Y67D2.3	None	None	Mitochondrion
CE000014035	F15D3.1a	None	UTRO_HUMAN	Cytoplasm
CE000012419	K11D12.1	None	None	Transmembrane
CE000001799	B0261.2b	None	TOR_CAEEL	Nucleus
CE000024357	K04C2.3a.2	None	None	Secretory
CE000024358	K04C2.3a.1	None	None	Cytoplasm
CE000009278	F38H4.6	None	None	Cytoplasm
CE000003630	F52F12.2	None	FCN1_HUMAN	Transmembrane
CE000004965	T05H10.7a	None	None	Cytoplasm
CE000018159	K11B4.1.1	None	None	Nucleus
CE000018673	Y75B8A.32	None	None	Cytoplasm
CE000001599	W04C9.1	None	TAP2_RAT	Transmembrane
CE000020965	F01G12.6	None	None	Secretory
CE000008253	Y65B4BL.7	None	None	Transmembrane
CE000001312	B0252.6	None	None	Nucleus
CE000015481	F36A4.6	None	None	Transmembrane
CE000009205	F23G4.1	None	None	None
CE000001367	K04G2.1.2	None	None	Nucleus
CE000001366	K04G2.1.1	None	None	Cytoplasm
CE000006834	F55B11.1	None	XDH_HUMAN	Cytoplasm
CE000006834	F55B11.1	None	XDH_BOVIN	Cytoplasm
CE000006834	F55B11.1	None	XDH_DROPS	Cytoplasm
CE000006834	F55B11.1	None	XDH_DROSU	Cytoplasm
CE000006834	F55B11.1	None	XDH_CHICK	Cytoplasm
CE000006834	F55B11.1	None	XDH_RAT	Cytoplasm
CE000006834	F55B11.1	None	XDH_MOUSE	Cytoplasm
CE000006834	F55B11.1	None	XDH_DROME	Cytoplasm
CE000006834	F55B11.1	None	ADO_BOVIN	Cytoplasm
CE000006834	F55B11.1	None	ADO_HUMAN	Cytoplasm
CE000006834	F55B11.1	None	ADO_RABIT	Cytoplasm
CE000006834	F55B11.1	None	ADO_MOUSE	Cytoplasm
CE000006834	F55B11.1	None	XDH_CALVI	Cytoplasm
CE000019331	C33D9.4	None	None	Transmembrane
CE000012723	F55H2.2.2	None	None	Secretory
CE000012721	F55H2.2.1	None	None	Secretory
CE000009609	F43D9.4.1	None	HSPB1_HUMAN	Mitochondrion
CE000009610	F43D9.4.2	None	HSPB1_HUMAN	Secretory
CE000021798	Y37E11AR.1	None	VMD2_MOUSE	Transmembrane
CE000024464	T05E11.8	None	None	Nucleus
CE000019587	T01H3.4.1	None	None	Transmembrane
CE000019586	T01H3.4.2	None	None	Transmembrane
CE000011614	K01A2.11b	None	None	Cytoplasm
CE000004190	R10E8.1	None	None	Nucleus
CE000001125	C27H5.8	None	GLRA4_MOUSE	Transmembrane
CE000022591	F29C4.8	None	CONA1_RAT	Cytoplasm
CE000016959	Y39G10AL.3.2	None	CDK7_HUMAN	Cytoplasm
CE000016960	Y39G10AL.3.1	None	CDK7_HUMAN	Cytoplasm
CE000002870	Y9C9A.1	None	VMO1_CHICK	Transmembrane
CE000018836	Y26D4A.3	None	None	Nucleus
CE000007747	Y37F4.2	None	None	Secretory
CE000024196	M162.5.1	None	NPT1_RABIT	Transmembrane
CE000024195	M162.5.2	None	NPT1_RABIT	Transmembrane
CE000012069	Y105C5B.8	None	None	Transmembrane
CE000011768	T12E12.2.1	None	None	Nucleus
CE000011767	T12E12.2.2	None	None	Cytoplasm
CE000010698	F43D2.4	None	None	Nucleus
CE000014971	D1025.1	None	None	Cytoplasm
CE000022278	F02E9.9.1	None	DPP3_RAT	Mitochondrion
CE000003841	F02E9.9.3	None	DPP3_RAT	Nucleus
CE000003840	F02E9.9.2	None	DPP3_RAT	Cytoplasm
CE000012997	Y46H3D.2	None	None	Transmembrane
CE000000513	F10E7.7.2	None	None	Cytoplasm
CE000000514	F10E7.7.1	None	None	Cytoplasm
CE000002681	F53A2.5	None	NC2B_DROME	Mitochondrion
CE000018126	C43E11.13	None	NSD1_MOUSE	Cytoplasm
CE000012646	F58A4.14	None	None	Secretory
CE000007847	C45E1.1a	NHR64_CAEEL	HNF4A_HUMAN	Secretory
CE000008975	F40G12.11	None	None	Secretory
CE000019499	ZK470.2a	None	None	Nucleus
CE000022262	C47A10.11	None	None	Transmembrane
CE000009866	T09F5.8	None	None	Transmembrane
CE000005322	C46H11.2	None	FMO5_MOUSE	Cytoplasm
CE000025197	W01B6.4	None	None	Nucleus
CE000009001	F09C6.12	None	None	None
CE000006875	W06D12.7	None	None	Transmembrane
CE000002936	C06E7.4	None	None	Cytoplasm
CE000003159	C17G1.7	None	CBS_HUMAN	Cytoplasm
CE000024414	K01A12.3	YRC3_CAEEL	None	Transmembrane
CE000009339	R11G1.6a	None	KPC3_CAEEL	Transmembrane
CE000023543	F35D11.3.2	None	None	Transmembrane
CE000023542	F35D11.3.1	None	None	Transmembrane
CE000019003	F41H10.4.1	None	None	Nucleus
CE000019004	F41H10.4.2	None	None	Nucleus
CE000017679	T01G1.2	None	None	Transmembrane
CE000024335	T23G11.6	None	ALS_HUMAN	Mitochondrion
CE000016741	W01A11.5	None	CPT1A_RAT	Transmembrane
CE000000781	R06C7.6	None	None	Cytoplasm
CE000004309	F36H12.1	None	None	Secretory
CE000001834	C18A11.5a	None	XOL1_CAEEL	Nucleus
CE000009776	H17B01.2	None	None	Transmembrane
CE000013531	F26H9.2	None	PHAR1_RAT	Cytoplasm
CE000023571	ZK632.12	None	FGD4_RAT	Cytoplasm
CE000002549	R04B5.5	None	ADH6_PERMA	Nucleus
CE000023187	T02H6.9	None	VMO1_CHICK	Nucleus
CE000000753	W09G10.3	None	KCIP2_RAT	Secretory
CE000019591	F53C11.2	None	None	Transmembrane
CE000017759	C24B9.15	None	None	Transmembrane
CE000018343	Y59E9AR.7	None	VAPA_HUMAN	Nucleus
CE000018342	Y59E9AR.1	None	VAPA_HUMAN	Cytoplasm
CE000003711	K07F5.13c	None	NUP54_RAT	Secretory
CE000011040	F49E7.1b	None	RABX5_HUMAN	Nucleus
CE000011040	F49E7.1b	None	RABX5_BOVIN	Nucleus
CE000005911	C37A2.3	None	ACADL_PIG	Nucleus
CE000005911	C37A2.3	None	ACADL_RAT	Nucleus
CE000006947	F25C8.2	None	SMOX_MOUSE	Secretory
CE000005586	F23B2.4	None	IF122_HUMAN	Cytoplasm
CE000016468	C06B8.11	None	ANIS1_ANISI	Cytoplasm
CE000000440	Y53H1A.1	None	None	Nucleus
CE000012163	Y73F8A.21	NHR5_CAEEL	HNF4A_RAT	Mitochondrion
CE000002763	C10H11.8	None	PRP19_HUMAN	Secretory
CE000024748	Y71H2B.8	None	None	Mitochondrion
CE000020996	R12C12.3	None	FMAR_DROME	Transmembrane
CE000000331	F21H7.7	None	None	Transmembrane
CE000022165	Y17D7B.2	None	None	Nucleus
CE000022675	C01G12.9	None	None	Cytoplasm
CE000024591	ZK697.2	None	HNF4A_RAT	Nucleus
CE000021786	F36H5.5	None	None	Transmembrane
CE000003066	C09B8.6a	None	HSPB1_HUMAN	Secretory
CE000009682	C34E10.5.2	None	ANM5_HUMAN	Secretory
CE000009683	C34E10.5.1	None	ANM5_HUMAN	Cytoplasm
CE000009681	C34E10.5.3	None	ANM5_HUMAN	Cytoplasm
CE000002881	T09A12.2b	None	GPX41_MOUSE	Cytoplasm
CE000025132	W09G12.8	None	None	Cytoplasm
CE000013071	T28B8.1.1	None	None	Secretory
CE000013072	T28B8.1.2	None	None	Secretory
CE000004879	F41D9.3a	None	LSAMP_RAT	Secretory
CE000021762	Y105E8A.5	None	None	Secretory
CE000009697	ZK112.6	None	None	Secretory
CE000007506	C30E1.7	None	None	Transmembrane
CE000016334	C17C3.12b	None	ACDSB_RAT	Secretory
CE000020885	C13F10.6	None	None	Mitochondrion
CE000007919	F08H9.2	None	None	Cytoplasm
CE000011744	F20B6.1	None	CD45_HUMAN	Cytoplasm
CE000011744	F20B6.1	None	LAR_CAEEL	Cytoplasm
CE000003201	B0238.13	None	EST2_CAEEL	Secretory
CE000023574	Y102A5C.21	None	None	Transmembrane
CE000009385	R12E2.10	None	LAR_CAEEL	Nucleus
CE000000162	C04H5.2	None	None	Secretory
CE000003148	R17.1	None	None	Nucleus
CE000018914	F54A3.2	None	None	Secretory
CE000005010	Y51A2B.5	None	None	Cytoplasm
CE000025202	F19F10.11b	None	None	Secretory
CE000017941	ZK250.2	None	None	Nucleus
CE000024540	T05G5.9a	None	LAMA2_MOUSE	Nucleus
CE000002783	ZK856.7	None	None	Nucleus
CE000002603	T07F10.5	None	None	Mitochondrion
CE000004375	F41H8.2	None	None	Transmembrane
CE000020940	C34B2.2	None	None	Secretory
CE000025242	K07A9.4	None	None	None
CE000011925	ZC412.2	None	ANPRA_RAT	Transmembrane
CE000014176	T15B12.2	None	KC1A_HUMAN	Nucleus
CE000021909	Y45G5AM.5	None	None	Cytoplasm
CE000003975	Y39A3B.1	None	None	Secretory
CE000010230	ZK938.6	None	CHIA_BOVIN	Nucleus
CE000002685	T02B5.3	None	ACES_BUNFA	Transmembrane
CE000017362	F44G4.6	None	None	Transmembrane
CE000009006	C07E3.9	None	PA21B_PIG	Mitochondrion
CE000004321	F36H12.8	None	KC1D_HUMAN	Secretory
CE000012603	Y45F10A.5	None	None	Nucleus
CE000020299	T10E9.9	None	ACDSB_RAT	Cytoplasm
CE000000850	C34F11.6	None	VAPA_HUMAN	Nucleus
CE000020912	F57B1.1	None	None	Transmembrane
CE000019897	F08G5.1	None	None	Cytoplasm
CE000000582	ZC196.4	None	None	Secretory
CE000016122	C27H5.7a	None	None	Secretory
CE000023948	F38E9.1	None	None	Secretory
CE000017055	C08F1.1	None	None	Secretory
CE000014495	W06D11.2	None	None	Nucleus
CE000019124	F43G9.13.1	None	None	Transmembrane
CE000019125	F43G9.13.2	None	None	Transmembrane
CE000001953	T05E7.1	None	ACOT1_RAT	Transmembrane
CE000008953	C49C3.15	None	None	Nucleus
CE000010190	T04C12.8	None	None	Secretory
CE000018617	F07C4.7	None	None	Cytoplasm
CE000005348	Y37D8A.22	None	None	Transmembrane
CE000023432	C50B8.1.2	None	SLIRP_HUMAN	Secretory
CE000023433	C50B8.1.1	None	SLIRP_HUMAN	Cytoplasm
CE000009574	T15D6.4	None	B3GN6_HUMAN	Nucleus
CE000007752	H12D21.14	None	None	None
CE000007753	H12D21.15	None	None	None
CE000006379	C53A5.2	None	ATP5S_BOVIN	Nucleus
CE000000166	T28D9.2d	None	RSP5_CAEEL	Nucleus
CE000003440	K07C11.2.1	None	STK6_XENLA	Nucleus
CE000003441	K07C11.2.2	None	STK6_XENLA	Nucleus
CE000000631	Y51F10.3	None	None	Transmembrane
CE000023250	CD4.5	None	None	Nucleus
CE000003321	C32D5.12	None	None	Nucleus
CE000005249	F41E6.14	None	None	Transmembrane
CE000006439	T28C6.5	None	None	Cytoplasm
CE000025436	Y43D4A.2	None	UDC1_RABIT	Cytoplasm
CE000006421	C39H7.8	None	None	None
CE000015737	Y51H4A.24	None	None	Secretory
CE000020034	F31C3.3	None	None	Cytoplasm
CE000011171	F49E11.2	None	None	Transmembrane
CE000019969	C26B9.1a	None	None	Transmembrane
CE000014743	Y73B3A.4	None	None	Secretory
CE000008864	K07C6.9	None	None	Transmembrane
CE000014154	F31A9.2	None	None	None
CE000014979	F32A5.5a	None	AQP10_HUMAN	Transmembrane
CE000018017	C09F9.1	None	None	Transmembrane
CE000013310	Y47D9A.5.2	None	None	Transmembrane
CE000013311	Y47D9A.5.1	None	None	Transmembrane
CE000000838	Y80D3A.7	None	NPC1_MOUSE	Transmembrane
CE000001581	F56A3.5	None	None	Cytoplasm
CE000004438	K08F4.11.2	None	PTGD2_CHICK	Cytoplasm
CE000004439	K08F4.11.1	None	PTGD2_CHICK	Cytoplasm
CE000002949	F57B10.6	None	ERCC5_HUMAN	Secretory
CE000016773	T07A9.12b	None	None	Transmembrane
CE000019313	Y54F10AL.2b	None	None	Cytoplasm
CE000018202	T24A11.1a	None	MTMR2_HUMAN	Secretory
CE000022127	F35H12.3	PSN_CAEEL	PSN1_HUMAN	Transmembrane
CE000000056	C04H5.8	None	None	Nucleus
CE000017803	T10H4.6	None	None	Transmembrane
CE000025968	R10D12.4	None	None	Transmembrane
CE000007222	Y71H2AM.15a	None	SNIP_RAT	None
CE000014918	F55A11.1	None	MCFD2_HUMAN	Secretory
CE000012316	T22F3.10	None	NPT1_HUMAN	Transmembrane
CE000012149	F35C8.7a.2	None	CTL2_CAVPO	Transmembrane
CE000012150	F35C8.7a.1	None	CTL2_CAVPO	Transmembrane
CE000004060	W04G5.7	None	None	Nucleus
CE000015478	F36A4.2	None	None	Secretory
CE000024571	T02D1.4	None	FMAR_DROME	Transmembrane
CE000003594	T02C12.2	None	SNPC3_HUMAN	Secretory
CE000004347	K06A5.4	None	None	Nucleus
CE000000288	Y67A10A.3	None	None	Transmembrane
CE000012365	E02H4.3b	None	DOA_DROME	Secretory
CE000023338	C42D8.4	None	FLI1_MOUSE	Secretory
CE000013179	ZK1290.12	None	HH_DROME	Cytoplasm
CE000004975	R09A1.1	None	I2C2_HUMAN	Cytoplasm
CE000001422	K02B12.5	None	BARD1_HUMAN	Mitochondrion
CE000001056	Y39B6A.17a	None	SHR2_STRPU	Secretory
CE000015058	C28F5.2	None	None	Secretory
CE000000531	T12G3.4	None	None	Transmembrane
CE000019666	T28F12.2a.2	None	MEIS1_MOUSE	Secretory
CE000019667	T28F12.2a.1	None	MEIS1_MOUSE	Cytoplasm
CE000015352	R11G1.1	None	LRP_CAEEL	Cytoplasm
CE000023465	Y65B4A.7	None	UNC97_CAEEL	Cytoplasm
CE000015335	Y105E8B.11	None	None	None
CE000018679	Y75B8A.39	None	None	Secretory
CE000014893	T05C12.2	None	ACH1_CAEEL	Transmembrane
CE000021413	T25D3.2	None	RM28_MOUSE	Secretory
CE000002615	F17E9.4	None	None	Secretory
CE000004744	R11.4	None	None	Secretory
CE000008478	F28E10.1c	None	None	Nucleus
CE000022718	E03A3.4	None	H31_BOVIN	Secretory
CE000022718	E03A3.4	None	H31_HUMAN	Secretory
CE000022718	E03A3.4	None	H31_MOUSE	Secretory
CE000018590	C09B8.7c.2	None	PAK1_CAEEL	Mitochondrion
CE000018589	C09B8.7c.1	None	PAK1_CAEEL	Secretory
CE000009404	K04F10.1	None	ATX1_RAT	Mitochondrion
CE000018060	W03H1.2	None	None	Secretory
CE000017466	F08B6.4c.1	None	None	Secretory
CE000017464	F08B6.4c.3	None	None	Secretory
CE000017465	F08B6.4c.2	None	None	Cytoplasm
CE000001779	C09E7.9	None	MRCKA_RAT	Nucleus
CE000022691	C33F10.7b.2	None	None	Secretory
CE000022692	C33F10.7b.1	None	None	Cytoplasm
CE000022479	Y57A10A.7	None	None	Secretory
CE000010603	F47D12.1a	ACM2_CAEEL	ACM2_CAEEL	Transmembrane
CE000015322	Y77E11A.7b	None	None	Nucleus
CE000023437	R03G5.3	None	None	Transmembrane
CE000000955	C32E8.11	None	UBR2_MOUSE	Cytoplasm
CE000006904	T11A5.1	None	None	Nucleus
CE000018162	Y71G12B.16	None	RGMA_CHICK	Mitochondrion
CE000008535	Y51H4A.3.2	RHOA_CAEEL	RHOA_CAEEL	Nucleus
CE000008534	Y51H4A.3.1	RHOA_CAEEL	RHOA_CAEEL	Nucleus
CE000004160	E03H4.3	None	None	Mitochondrion
CE000006426	C39H7.1	None	KC1D_HUMAN	Secretory
CE000006426	C39H7.1	None	KC1D_RAT	Secretory
CE000024763	F08G12.1	None	None	Cytoplasm
CE000000701	ZK1151.1d	None	MACF1_MOUSE	Nucleus
CE000002566	F01G12.2a	None	None	Transmembrane
CE000016650	F10B5.5	None	VPS4A_MOUSE	Cytoplasm
CE000016650	F10B5.5	None	VPS4A_HUMAN	Cytoplasm
CE000014771	F58F9.8	None	BAI3_HUMAN	None
CE000020790	W07B8.1	None	CATB_HUMAN	Nucleus
CE000006955	Y111B2A.15	TPSA_CAEEL	TPST_DROME	Cytoplasm
CE000024789	F41H10.12	None	None	Cytoplasm
CE000024668	D2063.3b	None	TXNL2_HUMAN	Nucleus
CE000015800	F09F3.5	None	PERC_AEDAE	Secretory
CE000001454	Y38H8A.1	None	None	Secretory
CE000007593	T21H8.2	None	None	Transmembrane
CE000020507	F07B10.2	None	None	Transmembrane
CE000025495	C38D4.8	None	ARL6_MOUSE	Secretory
CE000015778	Y17G7B.13	None	None	Secretory
CE000000392	F22B5.3	None	CUT1_CAEEL	Transmembrane
CE000019562	F58F6.6	None	None	Transmembrane
CE000009740	K06B4.9	None	MTR1L_HUMAN	Transmembrane
CE000011961	C02C2.5	None	IYD1_HUMAN	Transmembrane
CE000020105	R11G11.2b	None	None	Nucleus
CE000023400	Y73C8C.6	None	None	Transmembrane
CE000016686	T26E3.4	None	None	Nucleus
CE000009539	C08H9.5	None	FGFR3_HUMAN	Transmembrane
CE000008206	Y47D3A.2	None	None	Mitochondrion
CE000024247	T16A1.5	None	None	Mitochondrion
CE000009685	ZK418.7	None	None	Transmembrane
CE000009293	D1065.4b	None	None	Transmembrane
CE000016307	B0280.2	None	None	Secretory
CE000024916	Y92H12A.4	None	None	Secretory
CE000023735	M05D6.8	None	None	Cytoplasm
CE000006510	B0001.6.3	None	None	Nucleus
CE000006509	B0001.6.2	None	None	Nucleus
CE000006508	B0001.6.1	None	None	Nucleus
CE000002434	M151.6	None	None	Nucleus
CE000026019	F46A8.5	None	None	Nucleus
CE000016884	C50C3.5	None	CETN3_HUMAN	Secretory
CE000016884	C50C3.5	None	CETN3_MOUSE	Secretory
CE000004963	Y63D3A.10	None	None	Secretory
CE000017553	C29F9.2	None	None	Nucleus
CE000024665	F40H6.2	None	None	Mitochondrion
CE000015385	LLC1.2	None	None	Secretory
CE000020288	Y73B6BL.27	None	None	Mitochondrion
CE000010844	F52B5.1	None	S4A7_RAT	Transmembrane
CE000010844	F52B5.1	None	S4A10_RAT	Transmembrane
CE000010844	F52B5.1	None	S4A4_AMBTI	Transmembrane
CE000010844	F52B5.1	None	S4A4_MOUSE	Transmembrane
CE000010844	F52B5.1	None	S4A4_HUMAN	Transmembrane
CE000010844	F52B5.1	None	S4A4_RAT	Transmembrane
CE000010844	F52B5.1	None	S4A4_BOVIN	Transmembrane
CE000010973	F38G1.2	None	FGF18_RAT	Cytoplasm
CE000005491	T23F11.3.1	None	None	Nucleus
CE000005490	T23F11.3.2	None	None	Cytoplasm
CE000016137	F13D11.3	None	DUS16_HUMAN	Nucleus
CE000008743	D1014.5	None	None	Cytoplasm
CE000009653	F13E6.5	None	LPP1_MOUSE	Transmembrane
CE000014890	T05C12.5	None	None	Secretory
CE000005658	F54C8.3	None	None	Cytoplasm
CE000006643	B0365.5b	None	None	None
CE000005383	T28C12.6	None	None	Transmembrane
CE000007319	F57F10.1c	None	S4A11_HUMAN	None
CE000000231	ZK1248.2	None	None	Cytoplasm
CE000005133	K05G3.1	None	None	Nucleus
CE000017417	D2024.2	None	None	Secretory
CE000019084	Y19D10B.2	None	None	Mitochondrion
CE000010111	C08C3.2	None	KLHL1_MOUSE	Cytoplasm
CE000010111	C08C3.2	None	KLHL1_HUMAN	Cytoplasm
CE000010869	F47C10.3	None	ESR2_MOUSE	Nucleus
CE000017890	M02D8.2	None	None	Secretory
CE000009764	F17C11.3	None	GLDN_RAT	Transmembrane
CE000010379	Y18D10A.7a	None	PTC1_HUMAN	Transmembrane
CE000010379	Y18D10A.7a	None	PTC1_CHICK	Transmembrane
CE000010379	Y18D10A.7a	None	PTC1_MOUSE	Transmembrane
CE000018446	F02D8.3	None	None	Secretory
CE000006558	F30A10.10	None	UBP7_HUMAN	Cytoplasm
CE000005151	T25B2.2a	None	None	None
CE000005475	C13G5.1	HM16_CAEEL	HM16_CAEEL	Secretory
CE000024738	C27A7.2	None	None	Secretory
CE000002403	Y46G5A.39	None	None	None
CE000023072	F47B8.9b	None	None	Transmembrane
CE000003404	F54D12.9	None	None	Cytoplasm
CE000025717	K08D8.4b	None	None	Nucleus
CE000017840	Y67D8B.4	None	None	Cytoplasm
CE000024293	F44G3.2	None	KARG_LIMPO	Nucleus
CE000014123	C23H4.7	None	EST1_CAEEL	Transmembrane
CE000012260	Y19D10A.4	None	NPT3_HUMAN	Transmembrane
CE000000689	C12D8.9	None	None	Cytoplasm
CE000014080	Y73B6BR.1b.1	None	None	Nucleus
CE000014081	Y73B6BR.1b.2	None	None	Nucleus
CE000004224	Y39B6A.29	None	None	Transmembrane
CE000015604	Y106G6G.2	None	None	Cytoplasm
CE000020709	Y47D3B.10.4	P4HA1_CAEEL	P4HA1_CAEEL	Secretory
CE000020712	Y47D3B.10.1	P4HA1_CAEEL	P4HA1_CAEEL	Secretory
CE000020711	Y47D3B.10.2	P4HA1_CAEEL	P4HA1_CAEEL	Cytoplasm
CE000020710	Y47D3B.10.3	P4HA1_CAEEL	P4HA1_CAEEL	Secretory
CE000000280	Y67A10A.8	None	ADR2_HUMAN	Transmembrane
CE000002951	T08B2.12	None	None	Nucleus
CE000015414	F58G6.7	None	None	Transmembrane
CE000012635	C34D4.11	None	None	Secretory
CE000025854	C56G3.2	None	AKC1H_RAT	Transmembrane
CE000019973	Y18D10A.20.1	None	None	Nucleus
CE000019974	Y18D10A.20.2	None	None	Nucleus
CE000009927	F08B4.2b	None	CELR2_HUMAN	Transmembrane
CE000005050	ZC204.6	None	None	Cytoplasm
CE000011844	Y46G5A.24	None	RPE65_BOVIN	Nucleus
CE000008343	F59A3.7	None	None	Transmembrane
CE000005422	T26A5.2b	None	None	Cytoplasm
CE000001613	F45E4.7c	None	ECEL1_RAT	Transmembrane
CE000000820	W09B7.1	None	None	Cytoplasm
CE000014594	F07B7.1	None	None	Cytoplasm
CE000015381	B0365.6.2	None	TLL2_XENLA	Nucleus
CE000015379	B0365.6.1	None	TLL2_XENLA	Mitochondrion
CE000015380	B0365.6.3	None	TLL2_XENLA	Mitochondrion
CE000021891	T07C4.5.1	YNS5_CAEEL	UP04_CAEEL	Cytoplasm
CE000021890	T07C4.5.2	YNS5_CAEEL	UP04_CAEEL	Secretory
CE000007086	Y49E10.9	None	WHITE_DROME	Transmembrane
CE000010523	K01H12.2	None	ADT1_ANOGA	Transmembrane
CE000007093	Y55B1AR.1.1	None	LEG9_MOUSE	Nucleus
CE000007092	Y55B1AR.1.2	None	LEG9_MOUSE	Cytoplasm
CE000012667	F21A3.6	None	CYGB_RAT	Nucleus
CE000016683	T26E3.8	None	None	Secretory
CE000024192	F58A6.10	None	None	Transmembrane
CE000014449	R10E12.1d	None	PDC6I_HUMAN	Secretory
CE000024600	F09G8.3	RT09_CAEEL	RT09_HUMAN	None
CE000001759	C25G6.1	None	None	Nucleus
CE000007845	Y111B2A.9a	None	None	Secretory
CE000024207	Y57G11C.24a	None	ES8L2_HUMAN	Secretory
CE000003048	C41G6.6	None	None	Cytoplasm
CE000015013	F13H8.10c.2	None	BPL1_HUMAN	Nucleus
CE000015014	F13H8.10c.1	None	BPL1_HUMAN	Cytoplasm
CE000007572	ZC455.7	None	None	Transmembrane
CE000023266	F31A9.3b	None	APX1_CAEEL	Cytoplasm
CE000011967	H35B03.2b	None	None	Nucleus
CE000006845	E04F6.14	None	None	Transmembrane
CE000019920	F52E10.3	None	None	Secretory
CE000018948	F19C6.2a	None	None	Nucleus
CE000008176	C45G3.4	None	None	Secretory
CE000011825	ZK809.3.1	None	None	Transmembrane
CE000011826	ZK809.3.2	None	None	Transmembrane
CE000022763	Y76B12C.1	None	CNGA2_RAT	Transmembrane
CE000022763	Y76B12C.1	None	CNGA3_HUMAN	Transmembrane
CE000022763	Y76B12C.1	None	CNGA2_BOVIN	Transmembrane
CE000017332	C24H12.9	None	None	Cytoplasm
CE000008352	C45H4.16	None	None	Transmembrane
CE000003291	T04B8.1	None	None	Nucleus
CE000005174	C39E9.2	None	CRIS1_RAT	Cytoplasm
CE000004213	F38A5.12	None	None	Transmembrane
CE000004288	Y41D4B.21	None	HNF4_DROME	Nucleus
CE000013982	R13H8.1a	None	FOXO3_HUMAN	Cytoplasm
CE000018059	Y77E11A.11.1	None	CANA_DROME	Secretory
CE000018058	Y77E11A.11.2	None	CANA_DROME	Nucleus
CE000014256	F34D6.9	None	None	None
CE000001817	Y71F9B.1	None	None	Transmembrane
CE000019485	C31C9.1b	None	None	Transmembrane
CE000006208	F23A7.1	None	None	Nucleus
CE000022969	H27A22.1	None	None	Cytoplasm
CE000000427	F25E5.8b	None	None	Cytoplasm
CE000020062	Y48G8AL.11	None	ABCB8_HUMAN	Transmembrane
CE000013004	C07A12.3a	NHR35_CAEEL	HNF4_DROME	None
CE000013004	C07A12.3a	NHR35_CAEEL	HNF4A_RAT	None
CE000001365	K02A2.6	None	None	Secretory
CE000000063	F36F2.8	None	None	Secretory
CE000011618	B0350.2c.1	None	TNKS2_HUMAN	None
CE000016855	B0350.2c.2	None	TNKS2_HUMAN	None
CE000020944	C34B2.6	LONM_CAEEL	LONM_HUMAN	Nucleus
CE000002823	W08D2.5	YH2M_CAEEL	YBF7_CAEEL	Transmembrane
CE000002823	W08D2.5	YH2M_CAEEL	YH2M_CAEEL	Transmembrane
CE000020765	F14A5.1	None	ERR1_HUMAN	Mitochondrion
CE000010121	T22A3.4b	None	SMYD3_HUMAN	Cytoplasm
CE000005938	F35E2.7	None	None	Transmembrane
CE000010881	K05F6.2	None	None	Secretory
CE000007754	H12D21.10	None	None	Secretory
CE000025835	F38B7.8	None	None	Transmembrane
CE000021395	Y49F6A.5	None	None	Secretory
CE000008736	C15C6.3	None	None	Cytoplasm
CE000025076	F10C1.1	None	None	Cytoplasm
CE000006210	Y54E10A.4b	None	ROAA_HUMAN	Secretory
CE000018299	ZC477.3a	None	None	Secretory
CE000013103	T14B4.9	None	GCNT1_BOVIN	Secretory
CE000012245	C06C6.1	None	None	Transmembrane
CE000024239	F21C10.3a	None	None	Nucleus
CE000019738	ZK1025.10	None	ESR2_MICUN	Secretory
CE000018925	M01H9.5	None	None	Secretory
CE000016151	Y32B12B.4	None	None	Nucleus
CE000019865	C44E12.3f	None	KCNKG_HUMAN	Transmembrane
CE000022983	C40H1.9	None	None	Transmembrane
CE000017287	T25E12.4b	None	None	Cytoplasm
CE000025575	ZK1128.3	None	None	Mitochondrion
CE000012153	F56H11.4	None	None	Transmembrane
CE000022308	K02F3.2	None	CMC1_HUMAN	Transmembrane
CE000022308	K02F3.2	None	CMC2_HUMAN	Transmembrane
CE000024765	F19C6.4	None	None	Secretory
CE000007639	B0334.2b	None	KCNKG_HUMAN	Transmembrane
CE000007498	F41D3.7	None	None	Transmembrane
CE000017636	T01B11.4	None	ADT1_ANOGA	Transmembrane
CE000013147	K08B5.2	None	None	Secretory
CE000006232	Y82E9BL.4	None	None	Mitochondrion
CE000001358	F59F3.2	None	None	Transmembrane
CE000001119	F48D6.2a	None	None	Transmembrane
CE000024148	F39E9.6	None	None	Secretory
CE000002482	C29F9.7.2	None	ILK1_HUMAN	Nucleus
CE000002481	C29F9.7.1	None	ILK1_HUMAN	Cytoplasm
CE000007554	R10E4.6	None	None	Nucleus
CE000009282	F38H4.2	None	None	Nucleus
CE000000487	F08B4.6	None	NDST1_RAT	Cytoplasm
